Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
DDMX,DD3 Acquisition Corp.,9.85,71148520.0,,2018.0,Finance,Business Services
DDMXU,DD3 Acquisition Corp.,10.13,73171016.0,,2018.0,Finance,Business Services
DDMXW,DD3 Acquisition Corp.,0.3,0.0,,2018.0,Finance,Business Services
DCPH,"Deciphera Pharmaceuticals, Inc.",23.64,902789189.28,,2017.0,Health Care,Major Pharmaceuticals
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",6.64,221499058.88,,2012.0,Consumer Services,Restaurants
TACO,"Del Taco Restaurants, Inc.",10.03,372178816.86,,2014.0,Consumer Services,Restaurants
TACOW,"Del Taco Restaurants, Inc.",1.272,0.0,,2014.0,Consumer Services,Restaurants
DMPI,"DelMar Pharmaceuticals, Inc.",0.3501,8957495.1033,,,Health Care,Major Pharmaceuticals
DNLI,Denali Therapeutics Inc.,28.14,2681433782.58,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DENN,Denny&#39;s Corporation,17.74,1092054566.68,,,Consumer Services,Restaurants
XRAY,DENTSPLY SIRONA Inc.,50.61,11297069964.18,,1987.0,Health Care,Medical/Dental Instruments
DERM,"Dermira, Inc.",13.7,734473248.2,,2014.0,Health Care,Major Pharmaceuticals
DEST,Destination Maternity Corporation,2.36,34096156.64,,,Consumer Services,Clothing/Shoe/Accessory Stores
DXLG,"Destination XL Group, Inc.",2.22,109939357.26,,,Consumer Services,Clothing/Shoe/Accessory Stores
DSWL,"Deswell Industries, Inc.",3.01,47814569.39,,1995.0,Consumer Non-Durables,Plastic Products
DXCM,"DexCom, Inc.",118.88,10699410060.96,,2005.0,Health Care,Medical/Dental Instruments
DFBH,DFB Healthcare Acquisitions Corp.,10.01,312812500.0,,2018.0,Finance,Business Services
DFBHU,DFB Healthcare Acquisitions Corp.,10.15,0.0,,2018.0,Finance,Business Services
DFBHW,DFB Healthcare Acquisitions Corp.,1.1,0.0,,2018.0,Finance,Business Services
DHXM,DHX Media Ltd.,1.47,198309691.44,,,,
DMAC,DiaMedica Therapeutics Inc.,3.65,43642590.1,,2018.0,Health Care,Major Pharmaceuticals
DHIL,"Diamond Hill Investment Group, Inc.",144.23,505730523.91,,,Finance,Investment Managers
FANG,"Diamondback Energy, Inc.",103.87,17074308690.14,,2012.0,Energy,Oil & Gas Production
DPHCU,DiamondPeak Holdings Corp.,10.04,0.0,,2019.0,Finance,Business Services
DRNA,"Dicerna Pharmaceuticals, Inc.",14.77,1008273296.73,,2014.0,Health Care,Major Pharmaceuticals
DFFN,Diffusion Pharmaceuticals Inc.,3.42,11557359.9,,,Health Care,Major Pharmaceuticals
DGII,Digi International Inc.,12.58,348151537.74,,1989.0,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,30.5,356850000.0,,,Technology,EDP Services
DRAD,Digirad Corporation,0.8028,16304794.1424,,2004.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,"Digital Ally, Inc.",4.24,46911516.88,,,Technology,Radio And Television Broadcasting And Communications Equipment
APPS,"Digital Turbine, Inc.",3.66,299594841.24,,,Miscellaneous,Multi-Sector Companies
DCOM,"Dime Community Bancshares, Inc.",19.81,711097462.04,,,Finance,Savings Institutions
DIOD,Diodes Incorporated,38.53,1949493008.68,,,Technology,Semiconductors
DISCA,"Discovery, Inc.",30.59,4826127830.86,,,Consumer Services,Television Services
DISCB,"Discovery, Inc.",31.5,205139907.0,,,Consumer Services,Television Services
DISCK,"Discovery, Inc.",28.25,10185122112.0,,,Consumer Services,Television Services
DISH,DISH Network Corporation,34.61,7941546363.84,,1995.0,Consumer Services,Television Services
DVCR,Diversicare Healthcare Services Inc.,3.81,24835744.08,,,Health Care,Hospital/Nursing Management
SAUC,"Diversified Restaurant Holdings, Inc.",0.87,28869101.25,,,Consumer Services,Restaurants
DLHC,DLH Holdings Corp.,6.14,73902028.54,,,Technology,Professional Services
BOOM,DMC Global Inc.,65.15,976502599.2,,,Capital Goods,Industrial Specialties
DNBF,DNB Financial Corp,38.04,164614866.6,,,Finance,Major Banks
DOCU,"DocuSign, Inc.",55.91,9499109000.0,,2018.0,Technology,Computer Software: Prepackaged Software
DOGZ,Dogness (International) Corporation,3.77,97694388.87,,2017.0,Consumer Durables,Miscellaneous manufacturing industries
DLTR,"Dollar Tree, Inc.",103.43,24637476023.93,,1995.0,Consumer Services,Department/Specialty Retail Stores
DLPN,"Dolphin Entertainment, Inc.",1.57,22173356.49,,,Consumer Services,Other Consumer Services
DLPNW,"Dolphin Entertainment, Inc.",0.086,0.0,,,Consumer Services,Other Consumer Services
DOMO,"Domo, Inc.",37.37,984248182.51,,2018.0,Technology,Computer Software: Prepackaged Software
DGICA,"Donegal Group, Inc.",13.0,369549206.0,,,Finance,Property-Casualty Insurers
DGICB,"Donegal Group, Inc.",11.85,336858314.7,,1986.0,Finance,Property-Casualty Insurers
DMLP,"Dorchester Minerals, L.P.",18.93,611056121.82,,,Energy,Oil & Gas Production
DORM,"Dorman Products, Inc.",92.25,3044500458.75,,,Capital Goods,Auto Parts:O.E.M.
DOVA,"Dova Pharmaceuticals, Inc.",8.52,240490223.04,,2017.0,Health Care,Major Pharmaceuticals
LYL,Dragon Victory International Limited,1.3882,15855177.7626,,2017.0,Finance,Finance/Investors Services
DBX,"Dropbox, Inc.",22.28,9494814922.52,,2018.0,Technology,Computer Software: Prepackaged Software
DCAR,"DropCar, Inc.",2.87,9873540.46,,,Consumer Services,Telecommunications Equipment
DRYS,DryShips Inc.,4.38,380563426.26,,2005.0,Transportation,Marine Transportation
DSPG,"DSP Group, Inc.",14.71,332824841.34,,1994.0,Technology,Semiconductors
DLTH,Duluth Holdings Inc.,17.11,557424568.36,,2015.0,Consumer Services,Clothing/Shoe/Accessory Stores
DNKN,"Dunkin&#39; Brands Group, Inc.",74.49,6152998696.26,,2011.0,Consumer Services,Restaurants
DRRX,DURECT Corporation,0.6784,109941312.6912,,2000.0,Health Care,Major Pharmaceuticals
DXPE,"DXP Enterprises, Inc.",43.37,762516680.94,,,Capital Goods,Industrial Machinery/Components
DYSL,Dynasil Corporation of America,1.16,20260031.04,,,Capital Goods,Industrial Machinery/Components
DYNT,Dynatronics Corporation,2.0,16527092.0,,,Health Care,Medical/Dental Instruments
DVAX,Dynavax Technologies Corporation,7.1,454378068.1,,2004.0,Health Care,Major Pharmaceuticals
ETFC,E*TRADE Financial Corporation,48.04,11776364810.12,,,Finance,Savings Institutions
SSP,E.W. Scripps Company (The),22.89,1574914610.01,,,Consumer Services,Broadcasting
EBMT,"Eagle Bancorp Montana, Inc.",17.11,110148910.12,,,Finance,Major Banks
EGBN,"Eagle Bancorp, Inc.",53.3,1840844486.0,,,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,5.13,375439993.92,,,Transportation,Marine Transportation
EFBI,"Eagle Financial Bancorp, Inc.",15.75,25873438.5,,2017.0,Finance,Savings Institutions
EGRX,"Eagle Pharmaceuticals, Inc.",47.71,664328162.16,,2014.0,Health Care,Major Pharmaceuticals
EWBC,"East West Bancorp, Inc.",50.56,7338611843.2,,,Finance,Major Banks
EML,Eastern Company (The),28.04,174728708.36,,,Capital Goods,Industrial Machinery/Components
EAST,"Eastside Distilling, Inc.",6.0,54613782.0,,,Consumer Non-Durables,Beverages (Production/Distribution)
EVGBC,Eaton Vance NextShares Trust,99.99,62493750.0,,,,
EVSTC,Eaton Vance NextShares Trust,99.98,44991000.0,,,,
EVFTC,Eaton Vance NextShares Trust II,100.03,52515750.0,,,,
EVLMC,Eaton Vance NextShares Trust II,100.04,70028000.0,,,,
OKDCC,Eaton Vance NextShares Trust II,99.96,504798000.0,,,,
EBAY,eBay Inc.,37.72,33081980522.52,,1998.0,Miscellaneous,Business Services
EBAYL,eBay Inc.,26.29,0.0,,,Miscellaneous,Business Services
EBIX,"Ebix, Inc.",51.62,1576795463.44,,,Technology,EDP Services
ECHO,"Echo Global Logistics, Inc.",24.82,690446309.26,,2009.0,Transportation,Oil Refining/Marketing
SATS,EchoStar Corporation,39.08,1862490623.72,,,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,"Ecology and Environment, Inc.",10.64,45891756.4,,1987.0,Consumer Services,Military/Government/Technical
EDAP,EDAP TMS S.A.,5.1,149645699.4,29342294.0,1997.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDNT,"Edison Nation, Inc.",5.02,25436862.08,,2018.0,Consumer Non-Durables,Recreational Products/Toys
EDIT,"Editas Medicine, Inc.",27.67,1358382585.17,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDTX,EdtechX Holdings Acquisition Corp.,10.03,79299687.5,,2018.0,Finance,Business Services
EDTXU,EdtechX Holdings Acquisition Corp.,10.16,80327500.0,,2018.0,Finance,Business Services
EDTXW,EdtechX Holdings Acquisition Corp.,0.2099,0.0,,2018.0,Finance,Business Services
EDUC,Educational Development Corporation,8.25,67632064.5,,,Consumer Durables,Consumer Specialties
EGAN,eGain Corporation,10.39,289905156.75,,1999.0,Technology,Computer Software: Prepackaged Software
EHTH,"eHealth, Inc.",67.42,1520036420.18,,2006.0,Finance,Specialty Insurers
EIDX,"Eidos Therapeutics, Inc.",23.96,880462480.72,,2018.0,Health Care,Major Pharmaceuticals
EIGR,"Eiger BioPharmaceuticals, Inc.",14.54,280046841.22,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,"Ekso Bionics Holdings, Inc.",2.47,158713500.66,,,Capital Goods,Industrial Machinery/Components
LOCO,"El Pollo Loco Holdings, Inc.",12.77,497554521.82,,2014.0,Consumer Services,Restaurants
ESLT,Elbit Systems Ltd.,142.35,6085915457.7,,,Capital Goods,Military/Government/Technical
ERI,"Eldorado Resorts, Inc.",48.32,3741610010.24,,,Consumer Services,Hotels/Resorts
SOLO,Electrameccanica Vehicles Corp. Ltd.,3.31,121824540.07,,,Capital Goods,Auto Manufacturing
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.86,0.0,,,Capital Goods,Auto Manufacturing
ECOR,"electroCore, Inc.",5.52,162548521.92,,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA,Electronic Arts Inc.,99.63,29848706639.1,,,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",28.98,1235770492.32,,1992.0,Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",3.47,11782457.87,,,Capital Goods,Industrial Machinery/Components
ESBK,Elmira Savings Bank NY (The),16.63,50528791.56,,,Finance,Major Banks
ELOX,"Eloxx Pharmaceuticals, Inc.",10.99,395042231.92,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELTK,Eltek Ltd.,1.61,3265968.72,,1997.0,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,31.5,681679435.5,,1982.0,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,31.0,83660072.0,,,Finance,Major Banks
EMKR,EMCORE Corporation,3.89,107638112.74,,1997.0,Technology,Semiconductors
EMMS,Emmis Communications Corporation,3.82,49743577.78,,1994.0,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",10.29,354215242.5,,,Consumer Services,Restaurants
ENTA,"Enanta Pharmaceuticals, Inc.",94.84,1843839826.56,,2013.0,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,28.8,889470518.4,,,Finance,Finance Companies
WIRE,Encore Wire Corporation,59.43,1241739215.64,,1992.0,Capital Goods,Metal Fabrications
ENDP,Endo International plc,8.31,1864799292.57,,,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",6.48,67054476.24,,,Health Care,Medical/Dental Instruments
NDRA,ENDRA Life Sciences Inc.,1.52,11282415.84,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,0.53,0.0,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,"Endurance International Group Holdings, Inc.",6.79,977668348.58,,2013.0,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,6.0,181861626.0,,2014.0,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",0.7444,9075069.728,,,Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",9.33,504818869.8,,2008.0,Technology,Industrial Machinery/Components
ENG,ENGlobal Corporation,0.55,15075448.85,,,Consumer Services,Military/Government/Technical
ENLV,Enlivex Therapeutics Ltd.,9.5,93753685.5,,2014.0,Health Care,Major Pharmaceuticals
ENOB,"Enochian Biosciences, Inc.",6.66,258336804.6,,,Health Care,Major Pharmaceuticals
ENPH,"Enphase Energy, Inc.",10.15,1119715509.85,,2012.0,Technology,Semiconductors
ESGR,Enstar Group Limited,177.23,3805918723.03,,,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited,25.8,113520.0,,,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited,26.25,420000.0,,,Finance,Property-Casualty Insurers
ETTX,Entasis Therapeutics Holdings Inc.,6.5,85326332.0,,2018.0,Health Care,Major Pharmaceuticals
ENFC,Entegra Financial Corp.,23.97,165875827.71,,2014.0,Finance,Banks
ENTG,"Entegris, Inc.",39.36,5333816712.96,,2000.0,Consumer Non-Durables,Plastic Products
ENTX,Entera Bio Ltd.,4.21,48245673.8,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd.,0.85,0.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EBTC,Enterprise Bancorp Inc,30.1,352844631.3,,,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,42.95,1154401510.0,,,Finance,Major Banks
EPZM,"Epizyme, Inc.",13.22,1047422887.06,,2013.0,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,93.01,1265980037.25,,1996.0,Technology,Retail: Computer Software & Peripheral Equipment
EPSN,Epsilon Energy Ltd.,4.6001,125836871.7247,,,Energy,Oil & Gas Production
EQ,"Equillium, Inc.",7.23,125630186.28,,2018.0,Health Care,Major Pharmaceuticals
EQIX,"Equinix, Inc.",461.21,38672922477.26,,2000.0,Consumer Services,Real Estate Investment Trusts
EQBK,"Equity Bancshares, Inc.",29.09,459726345.83,,2015.0,Finance,Major Banks
ERIC,Ericsson,9.72,3038115878.64,312563362.0,,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,174.06,9101574424.08,,,Finance,Specialty Insurers
ERYP,Erytech Pharma S.A.,7.5,14283277.5,1904437.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESCA,"Escalade, Incorporated",12.07,174670956.72,,,Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",42.89,1150518202.51,,2013.0,Health Care,Major Pharmaceuticals
ESQ,"Esquire Financial Holdings, Inc.",22.7,170992812.1,,2017.0,Finance,Commercial Banks
ESSA,"ESSA Bancorp, Inc.",15.71,185689277.94,,,Finance,Banks
EPIX,ESSA Pharma Inc.,2.63,16598187.74,,,Health Care,Major Pharmaceuticals
ESTA,Establishment Labs Holdings Inc.,23.51,479347811.53,,2018.0,Health Care,Industrial Specialties
ESTR,"Estre Ambiental, Inc.",1.35,69102088.2,,,Public Utilities,Environmental Services
ESTRW,"Estre Ambiental, Inc.",0.08,0.0,,,Public Utilities,Environmental Services
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,48.85,420110000.0,,,,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,31.87,484424000.0,,,,
VIDI,ETF Series Solutions Trust Vident International Equity Fund,24.94,0.0,,,,
ETON,"Eton Pharmaceuticals, Inc.",7.8,137497838.4,,2018.0,Health Care,Major Pharmaceuticals
ETSY,"Etsy, Inc.",68.21,8155623666.53,,2015.0,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,4.81,9917782.29,,1997.0,Consumer Durables,Diversified Electronic Products
EDRY,EuroDry Ltd.,8.0299,18100438.487,,,Consumer Services,Marine Transportation
EEFT,"Euronet Worldwide, Inc.",143.07,7421218020.66,,1997.0,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,0.7444,8392459.3944,,,Transportation,Marine Transportation
EVLO,"Evelo Biosciences, Inc.",8.79,280135014.6,,2018.0,Health Care,Major Pharmaceuticals
EVBG,"Everbridge, Inc.",72.07,2369646969.79,,2016.0,Technology,Computer Software: Prepackaged Software
EVK,"Ever-Glory International Group, Inc.",3.79,56092530.6,,,Consumer Non-Durables,Apparel
EVER,"EverQuote, Inc.",8.32,66954401.28,,2018.0,Technology,"Computer Software: Programming, Data Processing"
MRAM,"Everspin Technologies, Inc.",8.04,137448238.08,,2016.0,Technology,Semiconductors
EVLV,EVINE Live Inc.,0.45,30576899.25,,,Consumer Services,Catalog/Specialty Distribution
EVOP,"EVO Payments, Inc.",28.49,754731723.9,,2018.0,Miscellaneous,Business Services
EVFM,"Evofem Biosciences, Inc.",3.56,100237378.52,,2014.0,Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd.,2.17,55886824.49,,,Basic Industries,Agricultural Chemicals
EVOK,"Evoke Pharma, Inc.",0.7151,12462428.8483,,2013.0,Health Care,Major Pharmaceuticals
EOLS,"Evolus, Inc.",25.7,700967268.7,,2018.0,Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",1.19,14471799.44,,1998.0,Technology,EDP Services
EXAS,Exact Sciences Corporation,95.15,11966150301.05,,2001.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,40.0751,16030040.0,,,,
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,40.77,187542000.0,,,,
XELA,"Exela Technologies, Inc.",3.83,575044223.85,,2015.0,Miscellaneous,Business Services
EXEL,"Exelixis, Inc.",24.19,7260135749.7,,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,4.29,101887152.51,,,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",59.92,2056654472.88,,2006.0,Miscellaneous,Business Services
EXPI,"eXp World Holdings, Inc.",10.01,610395826.04,,,Finance,Real Estate
EXPE,"Expedia Group, Inc.",124.16,18275148144.64,,,Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",77.8,13370465808.6,,,Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",57.05,2937981951.45,,,Consumer Services,Professional Services
STAY,"Extended Stay America, Inc.",18.38,3459657125.58,,,Consumer Services,Hotels/Resorts
XOG,"Extraction Oil & Gas, Inc.",5.08,860118279.76,,2016.0,Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",7.58,885037912.02,,1999.0,Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",0.3401,14893229.6537,,,Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0213,0.0,,,Health Care,Major Pharmaceuticals
EYEN,"Eyenovia, Inc.",6.35,76321589.8,,2018.0,Health Care,Major Pharmaceuticals
EYPT,"EyePoint Pharmaceuticals, Inc.",1.85,176442336.6,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,"EZCORP, Inc.",10.46,579957220.86,,1991.0,Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",168.15,9995060143.95,,1999.0,Technology,Computer Communications Equipment
FB,"Facebook, Inc.",177.82,507496466236.0,,2012.0,Technology,"Computer Software: Programming, Data Processing"
FLMN,Falcon Minerals Corporation,9.16,786431800.0,,2017.0,Energy,Oil & Gas Production
FLMNW,Falcon Minerals Corporation,0.9,0.0,,2017.0,Energy,Oil & Gas Production
DAVE,"Famous Dave&#39;s of America, Inc.",5.82,53974127.1,,,Consumer Services,Restaurants
FANH,Fanhua Inc.,26.37,952395322.14,36116622.0,,Finance,Specialty Insurers
FARM,Farmer Brothers Company,21.82,370995182.78,,,Consumer Non-Durables,Packaged Foods
FMAO,"Farmers & Merchants Bancorp, Inc.",29.76,330802071.36,,,Finance,Savings Institutions
FMNB,Farmers National Banc Corp.,14.09,391569582.18,,,Finance,Major Banks
FAMI,"FARMMI, INC.",3.46,41284720.0,,2018.0,Consumer Non-Durables,Packaged Foods
FARO,"FARO Technologies, Inc.",56.16,968929097.76,,1997.0,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,65.19,18654657099.78,,1987.0,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc.,5.23,61752435.27,,2017.0,Consumer Services,Restaurants
FATE,"Fate Therapeutics, Inc.",17.27,1123102847.24,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",21.04,79645952.16,,,Finance,Major Banks
FLF,"Federal Life Group, Inc.",11.5,40597875.0,,2018.0,Finance,Life Insurance
FNHC,FedNat Holding Company,16.9,216057103.6,,,Finance,Property-Casualty Insurers
FENC,Fennec Pharmaceuticals Inc.,4.93,98086441.9,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSM,Ferroglobe PLC,2.29,393826713.99,,,Capital Goods,Metal Fabrications
FFBW,"FFBW, Inc.",10.63,71036101.78,,2017.0,Finance,Savings Institutions
FCSC,Fibrocell Science Inc.,1.97,19223914.04,,,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",54.25,4641759711.75,,2014.0,Health Care,Major Pharmaceuticals
FDBC,"Fidelity D & D Bancorp, Inc.",58.21,221709491.27,,,Finance,Major Banks
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,312.26,2039057800.0,,,,
LION,Fidelity Southern Corporation,28.16,777098432.0,,,Finance,Major Banks
FDUS,Fidus Investment Corporation,15.49,378933713.31,,2011.0,,
FDUSL,Fidus Investment Corporation,25.9,0.0,,,,
FDUSZ,Fidus Investment Corporation,25.678,0.0,,,,
FRGI,"Fiesta Restaurant Group, Inc.",12.88,349912466.96,,,Consumer Services,Restaurants
FITB,Fifth Third Bancorp,26.72,20604046908.8,,,Finance,Major Banks
FITBI,Fifth Third Bancorp,27.1,487800.0,,,Finance,Major Banks
FISI,"Financial Institutions, Inc.",28.43,452850041.14,,1999.0,Finance,Major Banks
FNSR,Finisar Corporation,24.17,2849724017.84,,1999.0,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",3.04,83891353.6,,,Miscellaneous,Multi-Sector Companies
FTAC,FinTech Acquisition Corp. III,9.82,347922600.0,,2019.0,Finance,Business Services
FTACU,FinTech Acquisition Corp. III,10.25,0.0,,2018.0,Finance,Business Services
FTACW,FinTech Acquisition Corp. III,0.9912,0.0,,2019.0,Finance,Business Services
FEYE,"FireEye, Inc.",16.23,3297399988.02,,2013.0,Technology,Computer peripheral equipment
FBNC,First Bancorp,36.35,1081123953.7,,1987.0,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",25.91,281998506.61,,,Finance,Major Banks
FRBA,First Bank,11.36,212705185.28,,2013.0,,
BUSE,First Busey Corporation,25.61,1423920712.24,,,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",21.17,185848445.03,,,Finance,Major Banks
FCAP,"First Capital, Inc.",52.76,177510703.44,,,Finance,Savings Institutions
FCBP,First Choice Bancorp,21.47,249932699.4,,,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",427.18,4913853675.9,,,Finance,Major Banks
FCBC,"First Community Bankshares, Inc.",33.85,534802479.95,,,Finance,Major Banks
FCCO,First Community Corporation,18.85,144456861.9,,,Finance,Major Banks
FDEF,First Defiance Financial Corp.,29.38,583471786.82,,,Finance,Savings Institutions
FFBC,First Financial Bancorp.,24.24,2384961261.84,,,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",59.65,4045266990.1,,,Finance,Major Banks
THFF,First Financial Corporation Indiana,42.29,519644676.21,,,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",16.82,176768528.5,,,Finance,Major Banks
FFWM,First Foundation Inc.,13.93,619907469.09,,,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",22.15,195078926.25,,,Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",26.37,3556635343.74,,2016.0,Finance,Major Banks
INBK,First Internet Bancorp,20.59,208066768.06,,,Finance,Major Banks
INBKL,First Internet Bancorp,25.3,0.0,,,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",40.84,1563436716.64,,2010.0,Finance,Major Banks
FRME,First Merchants Corporation,38.78,1927264667.86,,,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",33.63,560658072.21,,,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",21.23,2271621082.06,,,Finance,Major Banks
FNWB,First Northwest Bancorp,16.25,179415941.25,,2015.0,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",54.2,124893602.0,,,Finance,Savings Institutions
FSLR,"First Solar, Inc.",60.77,6401846581.93,,2006.0,Technology,Semiconductors
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.9845,28333778.969,,,,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,31.0,38750062.0,,,,
BICK,First Trust BICK Index Fund,27.9248,156378935.8496,,,,
FBZ,First Trust Brazil AlphaDEX Fund,14.63,140448029.26,,,,
FTHI,First Trust BuyWrite Income ETF,21.875,62873146.875,,,,
FCAL,First Trust California Municipal High income ETF,51.245,23060352.49,,,,
FCAN,First Trust Canada AlphaDEX Fund,23.6148,9445967.2296,,,,
FTCS,First Trust Capital Strength ETF,54.81,2088261109.62,,,,
FCEF,First Trust CEF Income Opportunity ETF,21.7683,37114951.5,,,,
FCA,First Trust China AlphaDEX Fund,28.54,11416057.08,,,,
SKYY,First Trust Cloud Computing ETF,59.25,2201137618.5,,,,
RNDM,First Trust Developed International Equity Select ETF,50.19,25095100.38,,,,
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,55.23,1049480460.0,,,,
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,37.9187,9479750.8374,,,,
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,27.15,538927554.3,,,,
FV,First Trust Dorsey Wright Focus 5 ETF,30.99,2538081061.98,,,,
IFV,First Trust Dorsey Wright International Focus 5 ETF,19.56,580932039.12,,,,
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,24.331999999999997,30415048.664,,,,
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,20.43,26559040.86,,,,
DVLU,First Trust Dorsey Wright Momentum & Value ETF,18.24,18240036.48,,,,
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,30.4169,45625410.8338,,,,
DALI,First Trust DorseyWright DALI 1 ETF,20.5735,64806566.147,,,,
FDNI,First Trust Dow Jones International Internet ETF,23.0243,3453691.0486,,,,
FEM,First Trust Emerging Markets AlphaDEX Fund,25.785,705219801.57,,,,
RNEM,First Trust Emerging Markets Equity Select ETF,52.35,13087604.7,,,,
FEMB,First Trust Emerging Markets Local Currency Bond ETF,38.33,91992076.66,,,,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,36.74,161656073.48,,,,
FTSM,First Trust Enhanced Short Maturity ETF,60.0,4244983440.0,,,,
FEP,First Trust Europe AlphaDEX Fund,35.89,637047571.78,,,,
FEUZ,First Trust Eurozone AlphaDEX ETF,38.8899,52501442.7798,,,,
FGM,First Trust Germany AlphaDEX Fund,42.49,159337584.98,,,,
FTGC,First Trust Global Tactical Commodity Strategy Fund,19.15,173371346.1,,,,
FTLB,First Trust Hedged BuyWrite Income ETF,21.6501,9742588.3002,,,,
