Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
AER,Aercap Holdings N.V.,47.4,6762779073.6,,2006.0,Technology,Diversified Commercial Services
HIVE,"Aerohive Networks, Inc.",4.22,237709751.5,,2014.0,Technology,EDP Services
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",32.89,2587377890.24,,,Capital Goods,Military/Government/Technical
AMG,"Affiliated Managers Group, Inc.",110.51,5691349319.13,,,Finance,Investment Managers
MGR,"Affiliated Managers Group, Inc.",25.13,0.0,,2019.0,Finance,Investment Managers
AFL,Aflac Incorporated,49.21,36850900281.93,,,Finance,Accident &Health Insurance
MITT,"AG Mortgage Investment Trust, Inc.",16.95,545785626.9,,2011.0,,
MITT^A,"AG Mortgage Investment Trust, Inc.",25.500999999999998,0.0,,,,
MITT^B,"AG Mortgage Investment Trust, Inc.",25.7,0.0,,,,
AGCO,AGCO Corporation,70.19,5384508702.89,,,Capital Goods,Industrial Machinery/Components
A,"Agilent Technologies, Inc.",81.68,25934696179.92,,1999.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AEM,Agnico Eagle Mines Limited,43.07,10129948098.63,,,Basic Industries,Precious Metals
ADC,Agree Realty Corporation,68.89,2588660516.36,,,Consumer Services,Real Estate Investment Trusts
AL,Air Lease Corporation,36.29,4032478353.01,,2011.0,Technology,Diversified Commercial Services
AL^A,Air Lease Corporation,25.92,0.0,,,,
APD,"Air Products and Chemicals, Inc.",193.04,42397601249.84,,,Basic Industries,Major Chemicals
AYR,Aircastle Limited,19.91,1494570948.86,,2006.0,Technology,Diversified Commercial Services
AKS,AK Steel Holding Corporation,2.77,876174630.87,,,Basic Industries,Steel/Iron Ore
ALP^Q,Alabama Power Company,26.0,0.0,,,,
ALG,"Alamo Group, Inc.",98.16,1152405663.84,,,Capital Goods,Industrial Machinery/Components
AGI,Alamos Gold Inc.,5.12,1992060958.72,,2015.0,Basic Industries,Precious Metals
ALK,"Alaska Air Group, Inc.",58.78,7265950097.5,,,Transportation,Air Freight/Delivery Services
AIN,Albany International Corporation,72.29,2100731640.78,,,Basic Industries,Textiles
ALB,Albemarle Corporation,85.55,9058539514.95,,,Basic Industries,Major Chemicals
AA,Alcoa Corporation,29.15,5407809589.6,,2016.0,Basic Industries,Aluminum
ALC,Alcon Inc.,57.3,0.0,,2019.0,Health Care,Ophthalmic Goods
ALEX,"Alexander & Baldwin, Inc.",24.04,1733091992.52,,,Consumer Services,Real Estate Investment Trusts
ALX,"Alexander&#39;s, Inc.",388.31,1983211779.9,,,Consumer Services,Real Estate Investment Trusts
ARE,"Alexandria Real Estate Equities, Inc.",143.84,16248576631.68,,,Consumer Services,Real Estate Investment Trusts
ARE^D,"Alexandria Real Estate Equities, Inc.",37.77,0.0,,,,
AQN,Algonquin Power & Utilities Corp.,11.48,5631040404.08,,2016.0,Public Utilities,Electric Utilities: Central
AQNA,Algonquin Power & Utilities Corp.,26.56,0.0,,2018.0,Public Utilities,Electric Utilities: Central
BABA,Alibaba Group Holding Limited,186.19,482638786997.02,,2014.0,Miscellaneous,Business Services
Y,Alleghany Corporation,617.63,8930364050.92,,,Finance,Property-Casualty Insurers
ATI,Allegheny Technologies Incorporated,27.01,3406218864.47,,,Basic Industries,Steel/Iron Ore
ALLE,Allegion plc,93.33,8815796405.55,,2013.0,Consumer Services,Diversified Commercial Services
AGN,Allergan plc.,146.1,48244899620.1,,2013.0,Health Care,Major Pharmaceuticals
ALE,"Allete, Inc.",81.12,4187503307.52,,,Public Utilities,Power Generation
AKP,Alliance California Municipal Income Fund Inc,14.74,126095806.32,,2002.0,,
ADS,Alliance Data Systems Corporation,176.47,9352501471.95,,2001.0,Miscellaneous,Business Services
AFB,Alliance National Municipal Income Fund Inc,12.99,373396718.64,,2002.0,,
AWF,Alliance World Dollar Government Fund II,11.72,1010611814.44,,1993.0,,
AB,AllianceBernstein Holding L.P.,29.36,2834951042.08,,,Finance,Investment Managers
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.15,167051659.8,,2017.0,,
NCV,AllianzGI Convertible & Income Fund,6.02,540343220.2,,2003.0,,
NCV^A,AllianzGI Convertible & Income Fund,24.77,0.0,,,,
NCZ,AllianzGI Convertible & Income Fund II,5.26,398247660.58,,2003.0,,
NCZ^A,AllianzGI Convertible & Income Fund II,24.29,0.0,,,,
ACV,AllianzGI Diversified Income & Convertible Fund,22.86,235856655.54,,2015.0,,
NIE,AllianzGI Equity & Convertible Income Fund,21.57,597682375.05,,2007.0,,
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.19,1155631272.39,,2005.0,Finance,Finance: Consumer Services
ALSN,"Allison Transmission Holdings, Inc.",46.9,5874501334.8,,2012.0,Capital Goods,Auto Parts:O.E.M.
ALL,Allstate Corporation (The),95.0,31627894760.0,,,Finance,Property-Casualty Insurers
ALL^A,Allstate Corporation (The),25.53,0.0,,,,
ALL^B,Allstate Corporation (The),25.7,0.0,,,,
ALL^D,Allstate Corporation (The),25.59,0.0,,,,
ALL^E,Allstate Corporation (The),25.6,0.0,,,,
ALL^F,Allstate Corporation (The),25.95,0.0,,,,
ALL^G,Allstate Corporation (The),25.69,0.0,,,,
ALLY,Ally Financial Inc.,29.16,11695048255.8,,2014.0,Finance,Major Banks
ALLY^A,Ally Financial Inc.,26.59,0.0,,,,
AYX,"Alteryx, Inc.",81.54,5037885217.26,,2017.0,Technology,Computer Software: Prepackaged Software
ATUS,"Altice USA, Inc.",22.85,11280760129.05,,2017.0,Consumer Services,Television Services
MO,Altria Group,55.42,103774884547.46,,,Consumer Non-Durables,Farming/Seeds/Milling
ACH,Aluminum Corporation of China Limited,10.83,7374221921.94,,2001.0,Basic Industries,Aluminum
AMBR,"Amber Road, Inc.",9.03,256518451.77,,2014.0,Technology,Computer Software: Prepackaged Software
ABEV,Ambev S.A.,4.54,71397713602.9,,2013.0,Consumer Non-Durables,Beverages (Production/Distribution)
AMC,"AMC Entertainment Holdings, Inc.",16.15,840984053.4,,2013.0,Consumer Services,Movies/Entertainment
AEE,Ameren Corporation,71.5,17547452851.5,,,Public Utilities,Power Generation
AMRC,"Ameresco, Inc.",16.48,763032338.88,,2010.0,Basic Industries,Engineering & Construction
AMOV,"America Movil, S.A.B. de C.V.",15.82,52224065332.6,,,Public Utilities,Telecommunications Equipment
AMX,"America Movil, S.A.B. de C.V.",15.82,52224065332.6,,,Public Utilities,Telecommunications Equipment
AAT,"American Assets Trust, Inc.",46.08,2180759362.56,,2011.0,Consumer Services,Real Estate Investment Trusts
AXL,"American Axle & Manufacturing Holdings, Inc.",15.65,1748765117.0,,,Capital Goods,Auto Parts:O.E.M.
ACC,American Campus Communities Inc,48.09,6598577594.28,,2004.0,Consumer Services,Real Estate Investment Trusts
AEO,"American Eagle Outfitters, Inc.",22.06,3807215150.94,,,Consumer Services,Clothing/Shoe/Accessory Stores
AEP,"American Electric Power Company, Inc.",83.35,42457452959.3,,,Public Utilities,Electric Utilities: Central
AEP^B,"American Electric Power Company, Inc.",50.99,0.0,,,,
AEL,American Equity Investment Life Holding Company,28.32,2563030545.12,,2003.0,Finance,Life Insurance
AXP,American Express Company,110.16,92396447733.6,,,Finance,Finance: Consumer Services
AFG,"American Financial Group, Inc.",96.82,8678578142.66,,,Finance,Property-Casualty Insurers
AFGB,"American Financial Group, Inc.",26.09,0.0,,2019.0,Finance,Property-Casualty Insurers
AFGE,"American Financial Group, Inc.",25.62,0.0,,2014.0,Finance,Property-Casualty Insurers
AFGH,"American Financial Group, Inc.",26.39,0.0,,2015.0,Finance,Property-Casualty Insurers
AMH,American Homes 4 Rent,23.18,6875001655.98,,2013.0,Consumer Services,Real Estate Investment Trusts
AMH^D,American Homes 4 Rent,26.37,0.0,,,,
AMH^E,American Homes 4 Rent,25.95,0.0,,,,
AMH^F,American Homes 4 Rent,24.53,0.0,,,,
AMH^G,American Homes 4 Rent,24.78,0.0,,,,
AMH^H,American Homes 4 Rent,25.4,0.0,,,,
AIG,"American International Group, Inc.",44.88,39033773716.08,,,Finance,Property-Casualty Insurers
AIG.WS,"American International Group, Inc.",,0.0,,,,
AIG^A,"American International Group, Inc.",25.8,0.0,,,,
AMID,"American Midstream Partners, LP",5.19,281361380.28,,2011.0,Public Utilities,Natural Gas Distribution
ARL,"American Realty Investors, Inc.",12.07,193084707.32,,,Finance,Real Estate
ARA,"American Renal Associates Holdings, Inc",6.69,217539164.85,,2016.0,Health Care,Hospital/Nursing Management
AWR,American States Water Company,69.84,2569778025.12,,,Public Utilities,Water Supply
AMT,American Tower Corporation (REIT),196.62,86735945217.72,,,Consumer Services,Real Estate Investment Trusts
AVD,American Vanguard Corporation,18.04,535615122.68,,,Basic Industries,Agricultural Chemicals
AWK,American Water Works,104.03,18778566404.04,,2008.0,Public Utilities,Water Supply
COLD,Americold Realty Trust,31.08,4634737867.2,,2018.0,Consumer Services,Real Estate Investment Trusts
APU,"AmeriGas Partners, L.P.",35.3,3282837166.0,,,Consumer Services,Other Specialty Stores
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",138.54,18758692967.34,,,Finance,Investment Managers
ABC,AmerisourceBergen Corporation (Holding Co),74.0,15620652082.0,,,Health Care,Other Pharmaceuticals
ANFI,Amira Nature Foods Ltd,1.52,61346706.0,,2012.0,Consumer Non-Durables,Packaged Foods
AMN,AMN Healthcare Services Inc,49.4,2315137471.4,,,Technology,Professional Services
AMRX,"Amneal Pharmaceuticals, Inc.",13.72,1585041896.2,,2018.0,Health Care,Major Pharmaceuticals
AP,Ampco-Pittsburgh Corporation,3.15,39358764.9,,,Capital Goods,Fluid Controls
APH,Amphenol Corporation,101.87,30366144082.7,,,Capital Goods,Electrical Products
AXR,AMREP Corporation,5.84,47466959.36,,,Consumer Services,Newspapers/Magazines
AME,"AMTEK, Inc.",84.04,19120674573.44,,,Consumer Durables,Metal Fabrications
APC,Anadarko Petroleum Corporation,46.8,23490782827.2,,,Energy,Oil & Gas Production
PLAN,"Anaplan, Inc.",35.23,4453072000.0,,2018.0,Technology,Computer Software: Prepackaged Software
ANDX,Andeavor Logistics LP,34.64,8505898140.48,,2011.0,Energy,Natural Gas Distribution
AU,AngloGold Ashanti Limited,13.46,5556071778.56,,,Basic Industries,Precious Metals
BUD,Anheuser-Busch Inbev SA,87.23,170665495000.0,,,Consumer Non-Durables,Beverages (Production/Distribution)
AXE,Anixter International Inc.,60.46,2024312409.16,,,Consumer Non-Durables,Telecommunications Equipment
NLY,Annaly Capital Management Inc,10.03,14042605180.11,,,Consumer Services,Real Estate Investment Trusts
NLY^C,Annaly Capital Management Inc,25.666,0.0,,,,
NLY^D,Annaly Capital Management Inc,25.4,0.0,,,,
NLY^F,Annaly Capital Management Inc,25.73,0.0,,,,
NLY^G,Annaly Capital Management Inc,24.34,0.0,,,,
NLY^H,Annaly Capital Management Inc,25.5342,0.0,,,,
AM,Antero Midstream Corporation,13.74,4973685510.3,,2017.0,Public Utilities,Natural Gas Distribution
AR,Antero Resources Corporation,8.56,2642052731.2,,2013.0,Energy,Oil & Gas Production
ANTM,"Anthem, Inc.",288.04,74099243700.44,,,Health Care,Medical Specialities
ANH,Anworth Mortgage Asset  Corporation,4.1,404116044.9,,,Consumer Services,Real Estate Investment Trusts
ANH^A,Anworth Mortgage Asset  Corporation,26.3,0.0,,,,
ANH^B,Anworth Mortgage Asset  Corporation,23.2,0.0,,,,
ANH^C,Anworth Mortgage Asset  Corporation,24.9901,0.0,,,,
AON,Aon plc,172.84,41481503555.28,,,Finance,Specialty Insurers
APA,Apache Corporation,35.72,13427396682.64,,,Energy,Oil & Gas Production
AIV,Apartment Investment and Management Company,50.82,7560277498.62,,1994.0,Consumer Services,Real Estate Investment Trusts
AIV^A,Apartment Investment and Management Company,25.38,0.0,,,,
APY,Apergy Corporation,42.06,3253874909.64,,2018.0,Technology,Industrial Machinery/Components
APHA,Aphria Inc.,10.02,2510825648.04,,,Consumer Durables,Specialty Chemicals
ARI,Apollo Commercial Real Estate Finance,18.44,2476259619.12,,2009.0,Consumer Services,Real Estate Investment Trusts
ARI^C,Apollo Commercial Real Estate Finance,25.56,0.0,,,,
APO,"Apollo Global Management, LLC",28.65,11595905056.8,,2011.0,Finance,Investment Managers
APO^A,"Apollo Global Management, LLC",24.8,0.0,,,,
APO^B,"Apollo Global Management, LLC",24.55,0.0,,,,
AIY,Apollo Investment Corporation,25.6831,0.0,,2013.0,,
AFT,Apollo Senior Floating Rate Fund Inc.,15.22,237021988.42,,2011.0,,
AIF,Apollo Tactical Income Fund Inc.,14.93,215947908.18,,2013.0,,
APLE,"Apple Hospitality REIT, Inc.",16.58,3711757636.4,,2015.0,Consumer Services,Real Estate Investment Trusts
AIT,"Applied Industrial Technologies, Inc.",60.54,2346513690.96,,,Consumer Durables,Industrial Specialties
ATR,"AptarGroup, Inc.",109.04,6870991494.8,,,Consumer Non-Durables,Plastic Products
APTV,Aptiv PLC,88.56,22839563956.32,,2011.0,Capital Goods,Auto Parts:O.E.M.
WTR,"Aqua America, Inc.",36.66,6538830618.84,,,Public Utilities,Water Supply
AQ,Aquantia Corp.,9.15,321845256.75,,2017.0,Technology,Semiconductors
WAAS,AquaVenture Holdings Limited,19.16,516002271.0,,2016.0,Public Utilities,Water Supply
ARMK,Aramark,30.43,7494817679.57,,2013.0,Consumer Services,Restaurants
ABR,Arbor Realty Trust,13.52,1162125052.4,,2004.0,Consumer Services,Real Estate Investment Trusts
ABR^A,Arbor Realty Trust,25.62,0.0,,,,
ABR^B,Arbor Realty Trust,25.48,0.0,,,,
ABR^C,Arbor Realty Trust,26.27,0.0,,,,
ARC,"ARC Document Solutions, Inc.",2.29,105893870.85,,2004.0,Consumer Services,Professional Services
MT,ArcelorMittal,22.29,22497377756.67,,,Basic Industries,Steel/Iron Ore
ARCH,"Arch Coal, Inc.",88.98,1549951162.08,,2016.0,Energy,Coal Mining
ADM,Archer-Daniels-Midland Company,43.24,24218316808.92,,,Consumer Non-Durables,Packaged Foods
AROC,"Archrock, Inc.",10.28,1340660422.64,,,Public Utilities,Natural Gas Distribution
ARNC,Arconic Inc.,20.08,9097910113.84,,,Capital Goods,Metal Fabrications
ARCO,Arcos Dorados Holdings Inc.,7.1,934310818.3,,2011.0,Consumer Services,Restaurants
ACA,"Arcosa, Inc.",30.87,1501065696.69,,2018.0,Capital Goods,Industrial Machinery/Components
RCUS,"Arcus Biosciences, Inc.",13.38,595872867.72,,2018.0,Health Care,Major Pharmaceuticals
ARD,Ardagh Group S.A.,13.81,3263984910.18,,2017.0,Consumer Durables,Containers/Packaging
ASC,Ardmore Shipping Corporation,6.37,210833183.47,,2013.0,Transportation,Marine Transportation
AFC,Ares Capital Corporation,25.8,206400000.0,,,,
ACRE,Ares Commercial Real Estate Corporation,15.42,443412354.3,,2012.0,Consumer Services,Real Estate Investment Trusts
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.05,345584737.05,,2012.0,,
ARES,Ares Management Corporation,23.67,2440695598.2,,2014.0,Finance,Investment Managers
ARES^A,Ares Management Corporation,26.78,0.0,,,,
AGX,"Argan, Inc.",50.59,787722674.21,,,Basic Industries,Engineering & Construction
ARGD,"Argo Group International Holdings, Ltd.",25.59,0.0,,,Finance,Specialty Insurers
ARGO,"Argo Group International Holdings, Ltd.",71.62,2432923020.46,,,Finance,Specialty Insurers
ANET,"Arista Networks, Inc.",322.25,24404273824.25,,2014.0,Technology,Computer Communications Equipment
AI,Arlington Asset Investment Corp,7.89,288557948.13,,,Consumer Services,Real Estate Investment Trusts
AI^B,Arlington Asset Investment Corp,22.17,0.0,,,,
AI^C,Arlington Asset Investment Corp,23.59,0.0,,,,
AIC,Arlington Asset Investment Corp,23.9,0.0,,2015.0,Consumer Services,Real Estate Investment Trusts
AIW,Arlington Asset Investment Corp,24.45,0.0,,,Consumer Services,Real Estate Investment Trusts
ARLO,"Arlo Technologies, Inc.",4.14,307416482.46,,2018.0,Consumer Non-Durables,Consumer Electronics/Appliances
AHH,"Armada Hoffler Properties, Inc.",15.72,791270004.24,,2013.0,Finance,Real Estate
ARR,"ARMOUR Residential REIT, Inc.",19.88,1188576951.24,,,Consumer Services,Real Estate Investment Trusts
ARR^A,"ARMOUR Residential REIT, Inc.",25.55,0.0,,,,
ARR^B,"ARMOUR Residential REIT, Inc.",25.0752,0.0,,,,
AFI,"Armstrong Flooring, Inc.",14.72,380303712.0,,2016.0,Consumer Non-Durables,Plastic Products
AWI,Armstrong World Industries Inc,84.31,4089236585.21,,,Consumer Non-Durables,Plastic Products
ARW,"Arrow Electronics, Inc.",83.06,7075506799.4,,,Consumer Non-Durables,Electronic Components
AJG,Arthur J. Gallagher & Co.,78.6,14558664013.8,,,Finance,Specialty Insurers
APAM,Artisan Partners Asset Management Inc.,27.61,1535835544.21,,2013.0,Finance,Investment Managers
ASA,ASA Gold and Precious Metals Limited,10.3,198687000.0,,,,
ABG,Asbury Automotive Group Inc,72.64,1416417820.16,,2002.0,Consumer Durables,Automotive Aftermarket
ASX,"ASE Technology Holding Co., Ltd.",4.58,9566693397.3,,2018.0,Technology,Semiconductors
ASGN,ASGN Incorporated,66.04,3477352577.92,,1992.0,Technology,Professional Services
AHT,Ashford Hospitality Trust Inc,5.21,532793283.06,,2003.0,Consumer Services,Real Estate Investment Trusts
AHT^D,Ashford Hospitality Trust Inc,25.4,0.0,,,,
AHT^F,Ashford Hospitality Trust Inc,23.2058,0.0,,,,
AHT^G,Ashford Hospitality Trust Inc,22.765,0.0,,,,
AHT^H,Ashford Hospitality Trust Inc,23.2612,0.0,,,,
AHT^I,Ashford Hospitality Trust Inc,23.07,0.0,,,,
ASH,Ashland Global Holdings Inc.,79.3,4965646574.2,,,Consumer Durables,Specialty Chemicals
ASPN,"Aspen Aerogels, Inc.",2.93,71043144.51,,2014.0,Consumer Services,RETAIL: Building Materials
AHL^C,Aspen Insurance Holdings Limited,26.12,0.0,,,,
AHL^D,Aspen Insurance Holdings Limited,24.66,0.0,,,,
ASB,Associated Banc-Corp,22.17,3652484288.01,,,Finance,Major Banks
ASB^C,Associated Banc-Corp,25.81,0.0,,,,
ASB^D,Associated Banc-Corp,24.65,0.0,,,,
ASB^E,Associated Banc-Corp,25.55,0.0,,,,
AC,"Associated Capital Group, Inc.",40.36,911536896.16,,2015.0,Finance,Investment Bankers/Brokers/Service
AIZ,"Assurant, Inc.",94.47,5827196127.51,,2004.0,Finance,Accident &Health Insurance
AIZP,"Assurant, Inc.",103.05,296268750.0,,,Finance,Accident &Health Insurance
AGO,Assured Guaranty Ltd.,45.56,4679008218.52,,2004.0,Finance,Property-Casualty Insurers
AGO^B,Assured Guaranty Ltd.,26.7099,0.0,,,,
AGO^E,Assured Guaranty Ltd.,26.011999999999997,0.0,,,,
AGO^F,Assured Guaranty Ltd.,25.5,0.0,,,,
AZN,Astrazeneca PLC,40.54,106357103426.92,,,Health Care,Major Pharmaceuticals
HOME,At Home Group Inc.,21.2,1349338193.6,,2016.0,Consumer Services,Home Furnishings
T,AT&T Inc.,31.88,232412752595.16,,,Public Utilities,Telecommunications Equipment
TBB,AT&T Inc.,25.27,0.0,,2017.0,Public Utilities,Telecommunications Equipment
TBC,AT&T Inc.,25.6,0.0,,2018.0,Public Utilities,Telecommunications Equipment
ATTO,Atento S.A.,3.66,275987266.62,,2014.0,Public Utilities,Telecommunications Equipment
ATH,Athene Holding Ltd.,42.39,8313426166.14,,2016.0,Finance,Life Insurance
ATKR,Atkore International Group Inc.,22.78,1047435129.38,,2016.0,Miscellaneous,Industrial Machinery/Components
AT,Atlantic Power Corporation,2.43,266538501.18,,,Energy,Electric Utilities: Central
ATO,Atmos Energy Corporation,100.43,11739126717.78,,,Public Utilities,Oil/Gas Transmission
AUO,AU Optronics Corp,3.79,3647588896.69,,2002.0,Technology,Semiconductors
ACB,Aurora Cannabis Inc.,9.1,9219522939.9,,,Consumer Durables,Specialty Chemicals
ATHM,Autohome Inc.,108.41,12699240198.96,,2013.0,Technology,EDP Services
ALV,"Autoliv, Inc.",80.26,7000366770.16,,,Capital Goods,Auto Parts:O.E.M.
AN,"AutoNation, Inc.",36.86,3319568694.96,,,Consumer Durables,Automotive Aftermarket
AZO,"AutoZone, Inc.",1060.17,26385052966.56,,,Consumer Services,Other Specialty Stores
AVLR,"Avalara, Inc.",55.85,3879931613.75,,2018.0,Technology,Computer Software: Prepackaged Software
AVB,"AvalonBay Communities, Inc.",202.2,28042475610.6,,,Consumer Services,Real Estate Investment Trusts
AGR,"Avangrid, Inc.",50.9,15728368344.8,,2015.0,Public Utilities,Electric Utilities: Central
AVNS,"Avanos Medical, Inc.",44.7,2121160140.9,,2014.0,Health Care,Industrial Specialties
AVYA,Avaya Holdings Corp.,18.74,2074846774.56,,,Public Utilities,Telecommunications Equipment
AVY,Avery Dennison Corporation,113.76,9552753349.92,,,Consumer Durables,Containers/Packaging
AVH,Avianca Holdings S.A.,4.22,528189927.8,,2013.0,Transportation,Air Freight/Delivery Services
AVA,Avista Corporation,41.21,2709352892.35,,,Public Utilities,Power Generation
AVP,"Avon Products, Inc.",2.95,1305387873.8,,,Consumer Non-Durables,Package Goods/Cosmetics
AVX,AVX Corporation,18.64,3146427824.64,,,Capital Goods,Electrical Products
EQH,"AXA Equitable Holdings, Inc.",21.85,10729468807.4,,2018.0,Finance,Specialty Insurers
AXTA,Axalta Coating Systems Ltd.,26.9,6317117774.8,,2014.0,Basic Industries,Paints/Coatings
AXS,Axis Capital Holdings Limited,55.71,4675933168.02,,2003.0,Finance,Property-Casualty Insurers
AXS^D,Axis Capital Holdings Limited,24.85,0.0,,,,
AXS^E,Axis Capital Holdings Limited,24.52,0.0,,,,
AX,"Axos Financial, Inc.",30.88,1890365427.36,,,Finance,Savings Institutions
AXO,"Axos Financial, Inc.",25.6824,0.0,,,Finance,Savings Institutions
AZUL,Azul S.A.,28.1,3172343964.3,,2017.0,Transportation,Air Freight/Delivery Services
AZRE,Azure Power Global Limited,11.93,488416729.16,,2016.0,Public Utilities,Electric Utilities: Central
AZZ,AZZ Inc.,43.39,1131923217.49,,,Consumer Durables,Building Products
BGS,"B&G Foods, Inc.",24.28,1585425897.96,,,Consumer Non-Durables,Packaged Foods
BRPM.U,B. Riley Principal Merger Corp.,,0.0,,2019.0,,
BW,Babcock,0.35,59096416.05,,2015.0,Capital Goods,Building Products
BGH,Babson Global Short Duration High Yield Fund,18.4,369064421.6,,2012.0,,
BMI,"Badger Meter, Inc.",57.33,1669459116.78,,,Capital Goods,Industrial Machinery/Components
BCSF,"Bain Capital Specialty Finance, Inc.",20.17,1038394703.29,,2018.0,,
BHGE,"Baker Hughes, a GE company",26.87,13835416283.21,,2017.0,Energy,Metal Fabrications
BBN,BalckRock Taxable Municipal Bond Trust,22.9,1307912477.8,,2010.0,,
BLL,Ball Corporation,58.25,19465375180.75,,,Consumer Durables,Containers/Packaging
BANC,"Banc of California, Inc.",14.55,737064617.1,,,Finance,Major Banks
BANC^D,"Banc of California, Inc.",25.87,0.0,,,,
BANC^E,"Banc of California, Inc.",26.1,0.0,,,,
BBVA,Banco Bilbao Viscaya Argentaria S.A.,6.01,40073998345.8,,,Finance,Commercial Banks
BBD,Banco Bradesco Sa,9.34,90379475746.66,,,Finance,Major Banks
BBDO,Banco Bradesco Sa,8.18,54968439217.1,,,Finance,Major Banks
BCH,Banco De Chile,30.05,45533494786.5,,,Finance,Commercial Banks
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",20.69,640378983.15,,1992.0,Finance,Commercial Banks
BSBR,Banco Santander Brasil SA,11.76,87869508720.0,,2009.0,Finance,Commercial Banks
BSAC,Banco Santander Chile,30.71,14467951354.36,,,Finance,Commercial Banks
